year,MSA,now_married_except_separated,less_than_high_school_diploma,unmarried_portion_of_women_15_to_50_years_who_had_a_birth_in_past_12_months,households_with_food_stamp_snap_benefits,percentage_married_couple_family,percentage_female_householder_no_husband_present_family,poverty_all_people,house_median_value_(dollars),murder_per_100_k
2011,"New York-Northern New Jersey-Long Island, NY-NJ-PA",45.5,15.2,31.4,13.2,68.8,23.4,14.4,410300,4.5
2011,"North Port-Bradenton-Sarasota, FL",53.2,10.8,42.5,9,78.6,15.4,13.4,159900,4.5
2011,"Ogden-Clearfield, UT",58.9,8.2,14,10.3,80.5,13.8,10.1,197700,1.4
2011,"Oklahoma City, OK",50.1,12.5,37.2,13.4,73.5,18.7,16.6,131800,6.2
2011,"Omaha-Council Bluffs, NE-IA",51.4,8.6,23.4,10,76.7,16.7,12.6,145900,5.8
2011,"Orlando-Kissimmee-Sanford, FL",45.6,12.5,44.6,13,70.4,22.8,16,152400,5.6
2011,"Oxnard-Thousand Oaks-Ventura, CA",50.6,17.1,24.4,6.3,76.1,15.9,11.3,433100,1.8
2011,"Palm Bay-Melbourne-Titusville, FL",47.3,10.7,27.3,12.1,74.5,18.6,14,134700,2.7
2011,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",44.9,11.3,38.1,12,71,21.8,13.5,237900,8.1
2011,"Phoenix-Mesa-Glendale, AZ",48.1,13.7,37.3,12,71.8,19.7,17.4,155600,4.9
2011,"Pittsburgh, PA",47.9,8.1,39.3,12.8,74.2,19.4,12.6,127300,3.8
2011,"Portland-South Portland-Biddeford, ME",50.9,6.9,26.1,13.1,78.3,14.7,11.5,230400,1
2011,"Portland-Vancouver-Hillsboro, OR-WA",49.5,9.6,26.2,16.5,76.3,17,15,258800,2.1
2011,"Poughkeepsie-Newburgh-Middletown, NY",49.2,12.1,23.8,9.9,76.4,17.6,12.2,279400,2.4
2011,"Provo-Orem, UT",58.3,7.1,8.2,9.1,84.6,10.4,14.1,213400,0.9
2011,"Raleigh-Cary, NC",51.7,11.3,25.2,8.9,77.5,17.6,12.3,205500,2.6
2011,"Richmond, VA",45.3,13.5,40.4,10.8,71.4,22.5,12.4,213900,5.6
2011,"Riverside-San Bernardino-Ontario, CA",47.9,21.1,35.3,11.4,70.9,20.3,18,217800,4.3
2011,"Rochester, NY",46.7,10.9,45.2,14,71.8,21.4,15.5,129200,4.1
2011,"St. Louis, MO-IL",48.9,9.9,34.4,12.6,72.6,20.9,13.7,157000,7.6
2011,"Salt Lake City, UT",53.1,10.8,17.9,9.7,77.6,15.7,13.9,226200,2.1
2011,"San Antonio-New Braunfels, TX",48.6,17.5,34.9,14.8,70.4,22.8,16.6,130100,5.1
2011,"San Diego-Carlsbad-San Marcos, CA",47,15.1,25.4,5.7,73.9,18.7,15.1,396500,2.6
2011,"San Francisco-Oakland-Fremont, CA",47.5,12.6,24.5,5.3,74.1,18.2,11.9,561200,6
2011,"San Jose-Sunnyvale-Santa Clara, CA",52.4,13.1,23.3,5.1,77.5,15.3,10.6,618100,3.3
2011,"Seattle-Tacoma-Bellevue, WA",49.8,8.6,23.8,12.6,76.7,16.6,11.9,309600,2.1
2011,"Springfield, MA",42.4,13.7,38.3,18.4,67,25.2,15.6,218600,3.6
2011,"Stockton, CA",46.8,22.8,40.3,13.2,69.5,21.1,18.1,196800,12.5
2011,"Syracuse, NY",45.1,11.8,45.8,13.4,72.5,21,16.2,125100,2.3
2011,"Tampa-St. Petersburg-Clearwater, FL",46.3,12.5,43.1,14.3,73.2,20.1,16.3,137400,4.7
2011,"Toledo, OH",44.4,10.9,49.7,18.5,68.1,24.4,20.2,117700,6.1
2011,"Tucson, AZ",44.7,12.7,44.7,15.6,69.6,22,20.4,165700,7.5
2011,"Tulsa, OK",51.5,11.7,43.7,13.1,74.1,19.3,15.3,126800,6.8
2011,"Virginia Beach-Norfolk-Newport News, VA-NC",47.6,10.2,37.1,10.4,70.9,22.4,11.7,239900,6.6
2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",48.5,9.6,28,6.9,73.5,19.5,8.3,365100,4.4
2011,"Wichita, KS",50.4,10.7,31.3,12.6,73.5,18.8,14.8,123600,4.9
2011,"Worcester, MA",47.6,11.2,45.3,13.5,73.2,20,11.6,255900,2
2012,"Akron, OH",46.8,9.4,56.9,15,73.3,20.4,15.7,131800,3.8
2012,"Albany-Schenectady-Troy, NY",44.7,8,29.8,10.9,74.9,18.1,11,197000,2.6
2012,"Albuquerque, NM",45.6,12,36.9,15.6,69.1,21.7,18.5,175600,5.9
2012,"Allentown-Bethlehem-Easton, PA-NJ",50.1,11.1,38.9,10.6,74.9,18.3,10.5,196400,4.1
2012,"Augusta-Richmond County, GA-SC",46.5,14.4,50.9,17.4,68.7,25,20.3,127900,8.2
2012,"Baton Rouge, LA",42.3,13.3,46.9,15.9,67,24.4,18.7,160400,11.8
2012,"Birmingham-Hoover, AL",48.9,13.4,45.1,14.8,72.1,22.5,16.8,142600,9.4
2012,"Bridgeport-Stamford-Norwalk, CT",51.1,8.9,18.6,9.2,75.7,18.4,8.9,403400,3.6
2012,"Cape Coral-Fort Myers, FL",50.8,13.1,52.1,13.2,76.7,16.6,15.3,137600,7
2012,"Colorado Springs, CO",53.2,5.5,16.1,8.8,76.9,17,12.8,216000,3
2012,"Dallas-Fort Worth-Arlington, TX",50.4,16.1,34.7,11.7,73.2,19.6,15,149600,4.1
2012,"Dayton, OH",45.7,11,42.5,15.8,70.9,22.4,16.9,119500,3.9
2012,"Deltona-Daytona Beach-Ormond Beach, FL",46.9,11.8,47.3,16,75.2,17.7,19.8,130000,3.3
2012,"Des Moines-West Des Moines, IA",53.6,6.8,33.3,13.8,76,17,12.3,158900,1.4
2012,"Durham-Chapel Hill, NC",46.4,12.3,40.1,12.6,72.2,20.5,17.9,188500,5.2
2012,"El Paso, TX",49.1,24.5,37.4,24.6,67.1,26.2,24,113200,3.3
2012,"Fresno, CA",42.9,27.6,40.1,20.2,63.2,24.8,28.4,174200,8
2012,"Greensboro-High Point, NC",47,14.6,35.5,14.8,68.1,24.6,18.1,133800,6
2012,"Harrisburg-Carlisle, PA",50.4,10.6,43.1,10.3,74.9,18.3,12.4,170500,3.3
2012,"Hartford-West Hartford-East Hartford, CT",46.9,10.1,34.4,12.2,72,20.7,10.9,243800,3.6
2012,"Jackson, MS",41.7,12.6,58.7,16.2,62.8,28.6,22.2,133900,13.4
2012,"Jacksonville, FL",46.3,11.3,42.2,14.9,71.7,22.1,15.7,147400,8
2012,"Kansas City, MO-KS",50.5,8.8,32.6,10.9,74.5,18.8,12.9,156000,7.7
2012,"Knoxville, TN",52.3,11.6,35.4,14.5,78.3,15.7,16.5,157200,4
2012,"Lakeland-Winter Haven, FL",48.4,16.7,43.5,17.7,72.4,20.1,17.9,96900,6.3
2012,"Lancaster, PA",55.8,16,26,10.4,81.1,12.9,11.8,188800,2.9
2012,"Little Rock-North Little Rock-Conway, AR",48.4,10.2,21.5,13.6,72.7,20,15.1,135600,9.1
2012,"Louisville/Jefferson County, KY-IN",48,11.9,39.3,14.5,71.2,21.5,16.1,147300,6.2
2012,"Madison, WI",48.4,5.3,23.6,10,78.9,14.8,12.7,217600,2.4
2012,"McAllen-Edinburg-Mission, TX",50.7,36.5,17.8,32.7,68.4,25.6,34.5,80300,3.7
2012,"Memphis, TN-MS-AR",41.9,13.8,47.2,19.7,62.3,30.1,19.9,131100,11.5
2012,"Milwaukee-Waukesha-West Allis, WI",47.1,10.1,40.6,16.2,71.6,21.1,15.9,192900,6.9
2012,"Minneapolis-St. Paul-Bloomington, MN-WI",51.3,6.8,23.8,8.9,77.3,16.2,10.7,203700,2.2
2012,"Modesto, CA",48.6,22.2,33.8,16.7,70.1,20.5,20.3,159800,7.3
2012,"Nashville-Davidson--Murfreesboro--Franklin, TN",49.1,11.8,32.6,14.1,75.1,18.6,14.3,172300,5.1
2012,"New Haven-Milford, CT",45.7,11.8,35.7,15,70.7,22.3,13.5,242100,4.1
2012,"Ogden-Clearfield, UT",58.1,6.8,16.4,9.8,81.5,12.8,10.2,190400,0.7
2012,"Oklahoma City, OK",48.8,12.3,29.4,13.4,73.3,19.1,16.2,131300,8
2012,"Omaha-Council Bluffs, NE-IA",49.9,9.3,34.2,10.8,73,19.3,13,144700,4.9
2012,"Orlando-Kissimmee-Sanford, FL",44.6,12.4,50,14.5,71.4,21.9,16.9,143200,5
2012,"Oxnard-Thousand Oaks-Ventura, CA",50.2,17.3,29.1,7.5,74.9,17.9,11.5,413100,2.5
2012,"Palm Bay-Melbourne-Titusville, FL",47.7,10.1,32.1,12.2,73.9,19.7,14.7,126000,5.4
2012,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45.1,10.9,41.1,13,70.9,22.2,13.4,235100,8.6
2012,"Pittsburgh, PA",48.6,7.8,36.4,12.6,76.2,17.5,12.1,124300,4.2
2012,"Portland-Vancouver-Hillsboro, OR-WA",48.9,8.6,27.6,17.4,76,17,14,249300,2.4
2012,"Provo-Orem, UT",58.1,7.2,8.4,8.7,87.3,8.7,14.3,207800,0.7
2012,"Richmond, VA",46.3,12.7,32.1,10.8,71.8,21.1,11.9,207400,6.8
2012,"Riverside-San Bernardino-Ontario, CA",46.7,21.4,39.4,12.5,70.5,20.2,19,214100,4.1
2012,"Rochester, NY",44.9,9.6,39.6,13.7,70.5,22.3,14.4,130100,4
2012,"St. Louis, MO-IL",48.2,10.2,41.5,13.9,72.6,20.8,14.3,155200,7.3
2012,"Salt Lake City, UT",52.2,10.8,25.6,10.2,77.7,15.5,12.7,221100,2.2
2012,"San Antonio-New Braunfels, TX",47.8,16.3,37,15.1,69.7,22,17.3,132100,5.1
2012,"San Jose-Sunnyvale-Santa Clara, CA",53.3,14.1,22.5,5.5,77.8,15,10.8,624200,3
2012,"Seattle-Tacoma-Bellevue, WA",49.4,8.2,25.4,12.6,77.1,15.9,11.7,293700,2.9
2012,"Springfield, MA",41.9,12.2,39.8,19.5,67.9,24.5,17.2,210500,2.1
2012,"Syracuse, NY",44.6,10.4,46.8,14.4,71.3,20.7,15.3,124400,2.3
2012,"Tampa-St. Petersburg-Clearwater, FL",46.1,11.7,37.1,14.7,71.8,20.5,16.4,132400,3.9
2012,"Toledo, OH",44.2,10.3,40.9,17.7,71.5,20.8,19.9,114900,7.1
2012,"Tucson, AZ",45.9,12.4,36.3,16,72.7,19.3,20,153500,5.7
2012,"Tulsa, OK",50.3,11.8,34.4,12.4,72.4,19.7,15.1,128400,5.7
2012,"Virginia Beach-Norfolk-Newport News, VA-NC",46.9,10.1,38.2,11.7,69.3,24.2,13.1,233300,6.8
2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",48,9.9,28,7.4,74,19.3,8.4,367600,3.6
2012,"Wichita, KS",52,10.2,30.2,12.5,74.8,17.5,15.1,123000,3.8
2012,"Youngstown-Warren-Boardman, OH-PA",47.8,11.3,46.4,18,71.2,22,17.3,97600,5.7
2013,"Akron, OH",46.2,8.9,34.8,13.9,73.6,19.6,15.4,136600,5.1
2013,"Albany-Schenectady-Troy, NY",47.3,7.9,33.3,11.7,76.7,16.9,12.5,195600,2.7
2013,"Albuquerque, NM",45,12.6,40.8,16.1,69.4,22.2,19.4,176900,5.9
2013,"Allentown-Bethlehem-Easton, PA-NJ",50.6,11.3,42.4,11.1,75.9,18.1,12.4,197300,2.9
2013,"Atlanta-Sandy Springs-Roswell, GA",47.1,11.8,36.2,14.2,70.9,21.8,15.9,160800,5.9
2013,"Augusta-Richmond County, GA-SC",44.2,14.9,48.2,17.6,67.7,25.4,19.8,123100,5.5
2013,"Austin-Round Rock, TX",47.2,11.4,27.6,8.9,74.7,18,14.3,205000,2.8
2013,"Bakersfield, CA",45.9,26,51.2,16.9,67.5,22.7,22.8,161000,7.1
2013,"Baltimore-Columbia-Towson, MD",45.2,10.5,34.3,12.6,69.8,23.5,11.2,270000,10
2013,"Baton Rouge, LA",43.3,13,48.6,17.6,66.1,25.6,18.7,158300,10.2
2013,"Birmingham-Hoover, AL",48,13,40.2,13.6,70.7,23.6,16.9,144100,8.2
2013,"Boise City, ID",53.2,9.7,16.1,13.4,78,14.1,16.9,162800,0.9
2013,"Boston-Cambridge-Newton, MA-NH",47.1,8.8,26,11.3,74.8,19.1,10.4,363200,1.8
2013,"Bridgeport-Stamford-Norwalk, CT",50.7,11.4,25.6,9.3,76.8,17.2,9.6,420600,1.5
2013,"Buffalo-Cheektowaga-Niagara Falls, NY",45.2,9.6,37.2,15.9,70.7,20.8,14.9,123400,5.2
2013,"Cape Coral-Fort Myers, FL",50.5,13.8,41.5,12,77.9,15.3,16.5,154800,3.8
2013,"Charleston-North Charleston, SC",45.1,10.1,34,11.5,71.9,21.7,16.2,187700,7.2
2013,"Charlotte-Concord-Gastonia, NC-SC",48.4,13.1,34.3,12.7,72,21,14.8,164000,5.2
2013,"Chattanooga, TN-GA",51.5,14.5,49.2,16.4,73.9,19.1,16.1,142600,4.1
2013,"Chicago-Naperville-Elgin, IL-IN-WI",47.1,12.8,36.2,13.3,72.5,20.3,14.4,206300,6.4
2013,"Cincinnati, OH-KY-IN",49.1,10.4,40.8,12.8,72.5,20,14.5,152000,4.8
2013,"Colorado Springs, CO",53.5,6.7,19.1,10.1,77.7,16.3,10.8,211100,6.2
2013,"Columbia, SC",44.2,11.6,39.2,13.9,69.4,24,16.6,138900,4.7
2013,"Dallas-Fort Worth-Arlington, TX",50.4,15.6,31.7,11.9,72.5,19.8,15,152700,4.4
2013,"Dayton, OH",46.2,10.7,43.7,14.5,70.2,22.9,16.4,120600,5.5
2013,"Deltona-Daytona Beach-Ormond Beach, FL",47.9,10.3,53.8,14,75.1,17.7,16.2,131500,4.3
2013,"Denver-Aurora-Lakewood, CO",49.9,9.9,27.8,7.8,76.2,16.9,12.1,257000,3.7
2013,"Des Moines-West Des Moines, IA",53.7,6.8,23.9,12.6,76.5,15.8,11,159100,2.3
2013,"Detroit-Warren-Dearborn, MI",46.1,11.4,43.2,17.5,69.6,22.8,16.9,120500,9.6
2013,"El Paso, TX",46.8,25.4,34.9,24.9,66.4,27.1,22.6,110900,1.4
2013,"Fresno, CA",43.8,26.1,34,20.8,63.2,24.9,28.8,185200,6
2013,"Grand Rapids-Wyoming, MI",51.3,10.2,36.9,13.7,77.9,15.4,14,136400,2.4
2013,"Greensboro-High Point, NC",47.1,14.5,45.8,15,70.2,22.1,19.9,141700,4.7
2013,"Greenville-Anderson-Mauldin, SC",50.1,15.3,44.4,13.8,74.2,19.4,17.4,141000,5.4
2013,"Hartford-West Hartford-East Hartford, CT",46.5,10.1,32.7,13.5,72.4,20.7,10.8,241100,3.4
2013,"Houston-The Woodlands-Sugar Land, TX",50,18,34.7,12.7,71.8,20.8,16.4,144400,5.9
2013,"Indianapolis-Carmel-Anderson, IN",48.4,11.3,40,13.5,72.2,20.9,15.2,139600,7.6
2013,"Jackson, MS",43.8,13.8,47.8,17.4,63.4,29.5,22,121200,10
2013,"Jacksonville, FL",46.8,9.7,38.7,13.1,71.8,21.4,14.8,152200,7.1
2013,"Kansas City, MO-KS",50,8.8,34.9,10.5,73.4,19.8,12.6,157400,7.4
2013,"Knoxville, TN",51.6,12.7,34.9,16,77.7,16.6,17.5,148400,3.6
2013,"Lakeland-Winter Haven, FL",47.8,16.4,47.8,16.9,74,19.6,19.4,101800,3.2
2013,"Lancaster, PA",55.7,16.4,29.9,9.3,82.9,12.6,10.4,186500,1.7
2013,"Las Vegas-Henderson-Paradise, NV",45.3,15.5,32.2,12.5,69.7,21.1,16.1,162300,5.7
2013,"Little Rock-North Little Rock-Conway, AR",46.7,10.8,37.7,11,72.8,20.7,15.2,137300,7.7
2013,"Los Angeles-Long Beach-Anaheim, CA",44,21.4,36.6,8.3,68.6,21.7,17.6,453500,4.5
2013,"Louisville/Jefferson County, KY-IN",47.6,11.7,30.2,12.7,71.4,20.9,13.8,148700,4.9
2013,"Madison, WI",48.5,6.1,18,8.9,79.4,14.9,13.4,217100,1.8
2013,"McAllen-Edinburg-Mission, TX",51.7,38.5,21.9,33.2,69.9,25,34.3,79400,2.7
2013,"Memphis, TN-MS-AR",41.9,14.7,54.8,19.1,62.5,29.4,19.8,128600,10.3
2013,"Miami-Fort Lauderdale-West Palm Beach, FL",42.9,15.3,40.4,17.5,67,24.3,17.7,188800,6.6
2013,"Milwaukee-Waukesha-West Allis, WI",46.7,10,40.1,17.1,71.8,21.2,15.9,188100,7
2013,"Minneapolis-St. Paul-Bloomington, MN-WI",51,7,28.5,8.9,77.7,16.1,10.3,206100,2.5
2013,"Modesto, CA",46.3,22.8,43.4,16.6,66.8,23.2,22.1,175000,6.3
2013,"New Haven-Milford, CT",44.5,10.2,44.4,14.2,71.1,23,12.9,242000,3.3
2013,"New Orleans-Metairie, LA",41.5,15.2,47.6,16.2,63.5,28.3,19.3,173100,19
2013,"New York-Newark-Jersey City, NY-NJ-PA",45.4,14.7,30.8,14,69.1,23.1,14.6,392700,3.5
2013,"North Port-Sarasota-Bradenton, FL",50.9,10,33.7,10.4,80.1,15.4,14.4,167700,2.7
2013,"Ogden-Clearfield, UT",59.1,6.9,13.8,8.6,82.1,12.2,10.4,199600,1.3
2013,"Oklahoma City, OK",48.7,13.2,27.4,13.5,72.8,19.2,14.9,137100,5.9
2013,"Omaha-Council Bluffs, NE-IA",51,9.4,26.3,10.4,75.1,18.2,12.7,146500,5.3
2013,"Orlando-Kissimmee-Sanford, FL",44.8,12.3,39.7,15.7,72.2,20.9,17.1,151700,3.9
2013,"Oxnard-Thousand Oaks-Ventura, CA",50.3,16.6,37.2,6.6,76.2,16.4,11.9,443700,4
2013,"Palm Bay-Melbourne-Titusville, FL",48.2,9.5,40.1,13.7,74.2,19.9,15,135900,3.6
2013,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",44.4,10.5,38.3,12.2,70.9,22.1,13.5,233600,7.1
2013,"Phoenix-Mesa-Scottsdale, AZ",47.2,13.5,37.9,12.3,72.5,19.3,17.6,177900,4.8
2013,"Pittsburgh, PA",48.3,7.5,30.8,12,75.6,18.3,12.8,130700,4.1
2013,"Portland-South Portland, ME",50.5,6.4,34.9,13.8,78.7,15.1,11.4,232300,1.2
2013,"Portland-Vancouver-Hillsboro, OR-WA",49.4,9.2,25.5,16.6,76.4,16.5,13.5,264000,1.4
2013,"Providence-Warwick, RI-MA",45.3,15.2,45.2,16.2,70.2,21.9,14.3,246100,2.5
2013,"Provo-Orem, UT",57.5,6.7,7.6,9.4,86.1,10.8,13.7,220700,1.1
2013,"Raleigh, NC",50,10,30.7,8.9,74.9,18.6,12,202900,2.7
2013,"Richmond, VA",44.5,12.2,37.8,12,69.5,24.3,13.9,204800,6.2
2013,"Riverside-San Bernardino-Ontario, CA",46.3,20.4,45.9,13.2,70.3,20.5,18.2,234000,5
2013,"Rochester, NY",45.8,9.7,42,13.8,71.7,21,14.7,135700,4.8
2013,"St. Louis, MO-IL",48.8,9.1,36.1,12.6,72,21,12.9,153000,7.2
2013,"Salt Lake City, UT",52.5,9.8,21.5,8.8,77.9,14.6,12.4,225100,1.8
2013,"San Antonio-New Braunfels, TX",47.1,15.8,38.2,14.6,70.1,22.5,16.3,134000,4.6
2013,"San Diego-Carlsbad, CA",47,14.5,22,6.7,73.9,18.6,15.2,411000,2.2
2013,"San Francisco-Oakland-Hayward, CA",47.5,11.9,23.6,6.3,74.9,17.7,11.5,602800,4.8
2013,"San Jose-Sunnyvale-Santa Clara, CA",53.2,13.5,21.7,5.4,77.6,14.8,10.5,672900,3
2013,"Seattle-Tacoma-Bellevue, WA",49.6,8.3,26.9,12.6,77,15.6,12.6,307900,2.2
2013,"Spokane-Spokane Valley, WA",48.1,8.5,27.1,18.5,75.9,17.5,16.8,177600,3.7
2013,"Springfield, MA",43.5,13.2,51.8,19.4,67.9,23.7,16.8,210900,4.5
2013,"Stockton-Lodi, CA",47.8,22.2,32.9,13.4,68.9,22,19.9,208900,6.6
2013,"Syracuse, NY",45.1,10.1,41.4,14.7,71.5,20.9,16,124300,4.2
2013,"Tampa-St. Petersburg-Clearwater, FL",46.2,11.7,44.5,14.6,72.4,20.3,15.4,135400,4.3
2013,"Toledo, OH",43.5,11.3,37.3,17.7,69.7,23.5,19.5,110900,4.9
2013,"Tucson, AZ",44.2,12.9,45.5,14.6,69.5,21.3,19.5,155300,7.1
2013,"Tulsa, OK",51,11.2,35.8,12.9,73.1,19.2,14.8,128100,6.7
2013,"Virginia Beach-Norfolk-Newport News, VA-NC",45.4,9.3,36.8,10.8,69.4,23.9,13,229700,6.9
2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",48.3,9.5,31,7.9,73.7,19.1,8.5,373500,3.7
2013,"Wichita, KS",51.2,10.3,39.3,12.8,75,17.9,14.9,121700,3.5
2013,"Winston-Salem, NC",48.1,15.3,43,14.4,72.4,20.6,20,144000,3.5
2013,"Worcester, MA-CT",47.9,10,27.9,13.4,73.2,19.2,13.3,241400,1.6
2014,"Akron, OH",46.2,8.9,49.3,14.2,71.6,21.3,13.3,134700,4.8
2014,"Albany-Schenectady-Troy, NY",45,7.5,43.6,11.8,74.2,19.3,11.7,196900,3.6
2014,"Albuquerque, NM",45.4,12.1,36.7,13.8,68.4,22.4,19.2,173700,4.8
2014,"Allentown-Bethlehem-Easton, PA-NJ",50.5,10.3,46,11.1,76.7,17.7,11.2,195900,2.2
2014,"Atlanta-Sandy Springs-Roswell, GA",46.7,11.7,37.7,13.4,70.1,22.7,15.5,170300,6.1
2014,"Augusta-Richmond County, GA-SC",45.3,14.2,36.4,17.1,69.2,24.6,18.9,132100,6.7
2014,"Austin-Round Rock, TX",46.8,11.1,27.7,9.3,75.3,17.5,15.1,217900,2.4
2014,"Bakersfield, CA",46.2,25.5,37.4,18.3,67.3,21.8,24.8,183100,6.7
2014,"Baltimore-Columbia-Towson, MD",45.5,9.7,35.3,12.4,70,22.8,11.1,279900,9.6
2014,"Baton Rouge, LA",45,13.4,39.5,14,68.4,22.9,17,157500,10.7
2014,"Birmingham-Hoover, AL",47.9,12.6,41.1,14.2,70,23.2,17.5,145500,7.8
2014,"Boise City, ID",53.7,8.7,21.2,11,78.1,13.8,13.9,173200,1.7
2014,"Bridgeport-Stamford-Norwalk, CT",49.9,10.2,24.9,9.4,75,18.4,8.9,408900,1.9
2014,"Buffalo-Cheektowaga-Niagara Falls, NY",43.7,9.3,42.6,16.4,69.1,23.3,14.8,125400,6.3
2014,"Cape Coral-Fort Myers, FL",48.7,13.7,44.1,11.7,75.1,18.6,16.3,163400,6.6
2014,"Charleston-North Charleston, SC",47.5,10.3,37.7,10.8,71.6,22.5,15.1,189700,8
2014,"Charlotte-Concord-Gastonia, NC-SC",48.7,11.9,36.5,12.2,72.3,20.7,15.2,169400,4.5
2014,"Chattanooga, TN-GA",48.2,13.9,36.7,15.8,72.3,21.2,15.9,145700,7.3
2014,"Chicago-Naperville-Elgin, IL-IN-WI",46.8,12.5,32.5,13.5,72,20.3,13.9,211800,6.3
2014,"Cincinnati, OH-KY-IN",48.5,9.6,34.6,12.5,73.4,19.2,14,152100,4.6
2014,"Colorado Springs, CO",52.9,7.1,22.8,10.4,76.6,16.6,12,225200,3.3
2014,"Columbia, SC",43.7,12.4,54,13.4,68.8,24.1,15.8,140800,6.5
2014,"Columbus, OH",47.3,9.5,35.4,13.7,72.5,20.6,14.5,160800,4.8
2014,"Dayton, OH",45.7,9.9,54.6,14,69.7,22.3,17.3,120200,4.2
2014,"Deltona-Daytona Beach-Ormond Beach, FL",47.1,10.9,49,13.7,75,17.4,16.4,141400,2
2014,"Denver-Aurora-Lakewood, CO",49.7,10.3,29.2,8.2,75.6,16.8,10.8,276800,2.8
2014,"Des Moines-West Des Moines, IA",53.1,7.2,34.4,13.7,78.3,15,12,164400,1.8
2014,"Detroit-Warren-Dearborn, MI",45.7,10.9,43.2,17.2,69.8,22.4,16.1,136400,8.7
2014,"Durham-Chapel Hill, NC",44.1,11.2,23.4,12,70.3,22.5,16.3,199200,4.8
2014,"El Paso, TX",46,24.4,44.1,22.9,65.9,26,23.4,114700,3.2
2014,"Fresno, CA",44,26.4,44.2,21,63.7,25,27.7,204700,6.1
2014,"Grand Rapids-Wyoming, MI",51.5,10,24.8,12.6,77.1,16.7,13.8,144300,2.1
2014,"Greensboro-High Point, NC",45.3,13.8,41.6,15.7,69.1,23.2,17.3,138600,4.4
2014,"Harrisburg-Carlisle, PA",49.9,10.1,29.8,10.4,75.7,17.3,11.1,171100,3.9
2014,"Hartford-West Hartford-East Hartford, CT",46.9,9.8,42,13.3,72,20.5,11.1,243100,3.8
2014,"Houston-The Woodlands-Sugar Land, TX",49.6,18,36.6,11.6,72,20.2,15.3,153200,5.8
2014,"Indianapolis-Carmel-Anderson, IN",48.4,11,37.5,13.3,72.2,20.6,14.8,141500,7.9
