year,MSA,now_married_except_separated,less_than_high_school_diploma,unmarried_portion_of_women_15_to_50_years_who_had_a_birth_in_past_12_months,households_with_food_stamp_snap_benefits,percentage_married_couple_family,percentage_female_householder_no_husband_present_family,poverty_all_people,house_median_value_(dollars),murder_per_100_k
2014,"Jackson, MS",44.2,13.4,41.8,14.5,64.5,28.3,18.5,135400,12.8
2014,"Jacksonville, FL",47.3,10,42.5,15.1,71.1,22,15.4,159100,7.6
2014,"Kansas City, MO-KS",50.3,8.6,30.2,10,74.9,17.9,12.6,160400,6.6
2014,"Knoxville, TN",50.5,12.8,45.8,16.2,77.2,16.7,17.3,151900,3.3
2014,"Lakeland-Winter Haven, FL",48,15.1,35.8,15.2,72.9,19.8,18.1,105400,3
2014,"Lancaster, PA",53.9,15.1,18.7,9.6,80.2,14.5,10.4,188100,2.4
2014,"Las Vegas-Henderson-Paradise, NV",43.3,15.5,43.2,13.1,67.4,21.5,15.2,188700,6.6
2014,"Little Rock-North Little Rock-Conway, AR",47.3,9.6,30,11.1,71.5,21.4,14,137600,8.4
2014,"Los Angeles-Long Beach-Anaheim, CA",43.8,20.9,36.2,8.7,68.1,22.3,17.3,494900,4.4
2014,"Louisville/Jefferson County, KY-IN",47.1,11.8,37.5,13.6,71.1,21.4,14.5,151300,5.4
2014,"Madison, WI",48.7,5.4,19.7,11.3,77.6,14.3,12.7,221100,2.1
2014,"McAllen-Edinburg-Mission, TX",49.6,37.8,36.7,30.8,66.2,26.3,34,79400,3.1
2014,"Memphis, TN-MS-AR",42,13.4,49.2,19.7,62.5,29.7,20.3,132900,12.8
2014,"Miami-Fort Lauderdale-West Palm Beach, FL",42.6,15.1,40,17.8,66.8,24.5,17.2,210000,7.1
2014,"Milwaukee-Waukesha-West Allis, WI",46.1,9.6,32.2,16,70.4,21.8,15.4,190400,6.3
2014,"Minneapolis-St. Paul-Bloomington, MN-WI",50.7,6.8,26,9.1,77.9,15.6,10.3,216400,1.8
2014,"Modesto, CA",48.9,21.6,31.7,16.1,71.6,20.4,18,216000,6
2014,"New Haven-Milford, CT",45,10.5,25,15.8,73.1,19.8,13.1,242700,3.1
2014,"New Orleans-Metairie, LA",41.1,13.7,43.6,14.3,65.6,25.8,18.1,174200,16.8
2014,"New York-Newark-Jersey City, NY-NJ-PA",45.6,14.4,29.5,13.6,69.2,23.1,14.6,396700,3.1
2014,"North Port-Sarasota-Bradenton, FL",53.1,8.6,48,9.1,80.4,14.1,12,183300,3.8
2014,"Ogden-Clearfield, UT",59.2,6.7,15,8.3,83.1,12.3,9.5,206100,1.7
2014,"Oklahoma City, OK",48.9,11.5,39.4,12.6,73.2,19.2,15.3,139200,5.2
2014,"Omaha-Council Bluffs, NE-IA",50.7,9.4,24.7,9.5,75.1,17.3,11.3,147300,4.1
2014,"Orlando-Kissimmee-Sanford, FL",45.5,11.2,37.2,14.4,72.7,20,16.7,162700,6.8
2014,"Oxnard-Thousand Oaks-Ventura, CA",50.2,16.4,29,6.7,75.3,17,11.3,483100,2.4
2014,"Palm Bay-Melbourne-Titusville, FL",49.4,8.4,36.7,11.8,74.6,18.9,14.4,149400,3.4
2014,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",44.8,10.5,43.2,12.8,70.8,22,13.4,234400,7
2014,"Pittsburgh, PA",48.3,7,32.9,12.5,75.3,18.1,12.4,134700,5.4
2014,"Portland-South Portland, ME",50.4,6.5,45.5,11.6,76.2,15.8,11,238700,1.3
2014,"Portland-Vancouver-Hillsboro, OR-WA",49.2,9,34.2,16.3,75.9,16.6,13.6,277100,2
2014,"Providence-Warwick, RI-MA",45.4,15.4,45.2,17.2,70.1,22.3,13.6,249700,1.9
2014,"Richmond, VA",47,11.6,38.6,10.4,71.2,22.1,12.8,213900,6.2
2014,"Riverside-San Bernardino-Ontario, CA",46.6,20.3,35.1,13.5,70.8,19.9,18.7,272200,4.6
2014,"Rochester, NY",44.9,10.2,39.6,14.1,71.9,21,14.1,133400,2.9
2014,"St. Louis, MO-IL",47.9,9,37.1,11.9,72.9,20.1,13,156100,8.8
2014,"Salt Lake City, UT",52.8,10.4,19.7,9.1,78.2,14.9,11.4,237900,2.2
2014,"San Antonio-New Braunfels, TX",46.1,16,36.1,13,69.2,23,16.7,143900,5.8
2014,"San Diego-Carlsbad, CA",47.4,13.4,24.5,6.9,73.8,18.1,14.7,457300,2.3
2014,"San Francisco-Oakland-Hayward, CA",47.7,11.9,23,5.7,75.5,17.1,10.9,657300,4.6
2014,"San Jose-Sunnyvale-Santa Clara, CA",52,12.8,19.5,5.2,77.9,15,8.7,735400,2.3
2014,"Santa Rosa, CA",48.4,12.4,24.9,6.5,74.7,16.1,11.3,469400,1.4
2014,"Seattle-Tacoma-Bellevue, WA",50.2,8.2,25,11.9,77.8,15.4,11.3,334700,2.7
2014,"Spokane-Spokane Valley, WA",50.2,7.6,34.5,19.8,75.8,17.6,16.9,181600,2.8
2014,"Springfield, MA",39.7,13.7,39.1,20.2,65.8,26.2,17.4,214300,2.5
2014,"Stockton-Lodi, CA",46.7,22.4,39.3,15.1,68,21.9,20.9,250800,9.4
2014,"Syracuse, NY",44.7,10.5,52.5,15.6,70.5,21.5,16.5,126900,3.5
2014,"Tampa-St. Petersburg-Clearwater, FL",45.7,11.8,41.5,14.1,72,20.2,15.8,149500,5.5
2014,"Toledo, OH",44,9.8,44.7,16.7,69.2,21.1,18.8,117200,4.6
2014,"Tulsa, OK",50.8,11.6,36.9,12.5,73.2,19.3,14.4,133100,6.1
2014,"Virginia Beach-Norfolk-Newport News, VA-NC",47,9.8,36.5,11.4,70.1,22.8,12.4,232300,6.4
2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",48,9.8,26.1,8,73.9,19.3,8.7,386900,3.7
2014,"Winston-Salem, NC",49.2,14.8,35.2,13.7,73.1,20.2,18.8,138400,3.4
2014,"Worcester, MA-CT",48.2,10,30.4,13.8,73.9,18.2,11.2,244400,0.9
2014,"Youngstown-Warren-Boardman, OH-PA",46.2,10.8,55.2,16.7,69.2,23.1,17.2,100000,4.3
2015,"Akron, OH",46.7,8.5,30,13.7,72.7,20,14.2,146300,5.1
2015,"Albuquerque, NM",44.7,12.8,33.6,16.2,70.6,19.8,18.7,181800,6.1
2015,"Atlanta-Sandy Springs-Roswell, GA",47.4,11.3,39.2,12.6,71.9,21.2,13.9,186300,6.2
2015,"Austin-Round Rock, TX",47,10.8,24.4,7.4,77.4,15.8,11.7,241100,2.2
2015,"Bakersfield, CA",46.6,26.6,44.6,16.4,68,22.5,21.9,197100,7.3
2015,"Baltimore-Columbia-Towson, MD",45.6,9.6,41.5,12.3,70.8,21.7,10.6,290300,13.1
2015,"Baton Rouge, LA",42.8,11.9,45.5,13.2,68.6,22.9,16.2,176400,11.1
2015,"Birmingham-Hoover, AL",47.4,12,40.1,13.3,70.7,23,15.7,156900,11.1
2015,"Boise City, ID",50.1,8.5,29.5,10.7,78.6,15.5,13.4,193100,1.8
2015,"Bridgeport-Stamford-Norwalk, CT",50.3,9.9,26.8,9.7,76.5,17.5,8.9,420900,2.5
2015,"Buffalo-Cheektowaga-Niagara Falls, NY",44,9.5,45.1,16.5,71.4,22.9,15.7,135200,4.4
2015,"Cape Coral-Fort Myers, FL",49.6,13,51.6,11.4,77.8,15.5,16.4,184200,4.4
2015,"Charleston-North Charleston, SC",44.1,9.1,39.8,11,71,21.3,14.2,210400,8.5
2015,"Chattanooga, TN-GA",49.3,15.2,32.2,14.3,73.2,19.2,15.3,150300,5.8
2015,"Chicago-Naperville-Elgin, IL-IN-WI",46.5,12.1,33.8,13.3,72.4,20.5,13.3,224300,7.1
2015,"Cincinnati, OH-KY-IN",48.7,9.5,31,11.1,73.7,19.9,13.2,159200,4.6
2015,"Colorado Springs, CO",54.4,5.5,31.5,10.9,78.9,14.8,10.6,234100,3.7
2015,"Columbia, SC",43.6,10.8,40.3,14.3,69.4,24.1,15.1,147500,6.9
2015,"Columbus, OH",47.1,9.1,33.7,13.5,72.4,19.9,14.2,166600,4.7
2015,"Dallas-Fort Worth-Arlington, TX",50.2,15.6,33,10.8,72.8,19.5,13.4,172500,4
2015,"Dayton, OH",47,9.5,47.3,15,70.9,21.6,16.2,124500,4.6
2015,"Deltona-Daytona Beach-Ormond Beach, FL",47.7,9.1,51.7,13.5,75.3,17.7,15.3,151000,3.9
2015,"Denver-Aurora-Lakewood, CO",49.9,9.5,23.6,6.9,76.6,15.8,10.3,314400,3.8
2015,"Des Moines-West Des Moines, IA",51.6,8.1,30.1,12.7,76.4,16.6,10.7,164700,3.4
2015,"Detroit-Warren-Dearborn, MI",46.1,10.7,38.4,16.4,70.3,21.8,16.1,151000,8.9
2015,"El Paso, TX",46.5,22.7,40.4,22,68.8,22.9,20.1,113900,2.7
2015,"Fresno, CA",42.5,25.6,47.1,21,63.6,25.4,25.3,220100,6.1
2015,"Grand Rapids-Wyoming, MI",50.9,9.8,30.5,11.3,76.6,16.6,12.9,151300,1.7
2015,"Greensboro-High Point, NC",47,14.1,38.9,14.6,72.4,20.9,16.1,144900,5.6
2015,"Hartford-West Hartford-East Hartford, CT",47.3,9.6,31.2,13.2,73.9,19.5,9.9,247000,4.4
2015,"Houston-The Woodlands-Sugar Land, TX",49.4,17.7,32.4,11,71.1,21.2,14.6,168300,6.9
2015,"Indianapolis-Carmel-Anderson, IN",46.6,11.1,38.1,11.4,72.6,20.1,13.9,148000,8.2
2015,"Jackson, MS",43.4,12.2,43.7,15.2,63.8,29.5,19.4,145300,11.6
2015,"Jacksonville, FL",46.8,9.9,30.3,14,71.6,22,14.3,172800,7.5
2015,"Kansas City, MO-KS",49.8,8.8,32.6,9.3,75,18.1,11.8,164700,8.4
2015,"Knoxville, TN",50.9,12.9,45.6,15.3,76.2,17.7,16.8,158300,3.4
2015,"Lakeland-Winter Haven, FL",47.7,16.4,45.2,16.2,72.7,20.8,17.2,123100,3.9
2015,"Lancaster, PA",53.7,15.5,15.2,9.2,79,15,10.9,197400,3
2015,"Las Vegas-Henderson-Paradise, NV",43.2,14.9,40.3,13.4,67.3,22.3,15.1,217300,6.9
2015,"Lexington-Fayette, KY",46.2,11.2,37.8,13.1,70,21.4,18.7,167800,4
2015,"Little Rock-North Little Rock-Conway, AR",48.8,10.7,39,11.9,71.8,22.1,17,149900,8.6
2015,"Los Angeles-Long Beach-Anaheim, CA",44.2,20.5,35.6,8.6,69.5,21,15.7,540600,4.9
2015,"Louisville/Jefferson County, KY-IN",46.6,10.4,37.9,12.5,71.4,20.7,13.4,154000,7.5
2015,"Madison, WI",47.9,5.4,23,9,78.6,15.1,10.8,228500,2.7
2015,"McAllen-Edinburg-Mission, TX",48.9,38.2,38.3,30.2,67.3,27,31.5,81700,3.8
2015,"Memphis, TN-MS-AR",41,13.5,47.3,18.7,62.2,30.1,18.4,139800,11.5
2015,"Miami-Fort Lauderdale-West Palm Beach, FL",42.4,15.2,43.7,18.2,66.9,24.3,16.5,241700,6.6
2015,"Milwaukee-Waukesha-West Allis, WI",46.2,9.5,39.8,15.7,72.4,20.1,14,198600,9.8
2015,"Minneapolis-St. Paul-Bloomington, MN-WI",51.3,6.8,24.8,8.7,78.3,14.9,9.3,231800,2.7
2015,"Modesto, CA",46.5,22.8,39.2,16.5,67.7,21,19.7,243500,7.3
2015,"New Orleans-Metairie, LA",40.6,13.8,47.2,13.6,64.6,26.8,18,188300,16.3
2015,"North Port-Sarasota-Bradenton, FL",51,9.4,47.9,8.3,78.5,16.4,11.8,208100,4.1
2015,"Ogden-Clearfield, UT",58.2,7,22.5,8.1,81,12.6,8.8,216200,2.3
2015,"Oklahoma City, OK",47.9,12,38.6,11.7,72.2,19.3,14.5,146100,6.8
2015,"Omaha-Council Bluffs, NE-IA",51.6,8.6,35.1,9.9,76.7,17.6,12.3,155200,5.5
2015,"Orlando-Kissimmee-Sanford, FL",45.5,10.2,40.8,15.5,69.6,22,15,176100,5.1
2015,"Oxnard-Thousand Oaks-Ventura, CA",50.1,17.1,33.4,8,75.7,17.3,9.6,528700,2.8
2015,"Palm Bay-Melbourne-Titusville, FL",46.7,8.2,56.6,10,73.9,19.2,13.2,158800,4.3
2015,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",44.8,10.1,37.2,12.7,70.5,22.3,13.1,240900,7.4
2015,"Phoenix-Mesa-Scottsdale, AZ",46,13.5,35.1,11.4,72.3,19,16.2,219100,4.5
2015,"Pittsburgh, PA",48.6,7,36.2,13.1,75.6,18,12.3,143200,4.7
2015,"Portland-South Portland, ME",50.4,5.8,28.7,10.8,79.4,14,9.6,245800,0.8
2015,"Providence-Warwick, RI-MA",43.9,13.5,42.2,16.2,69.7,22.9,13.4,254500,2.2
2015,"Provo-Orem, UT",59.1,7.1,3.6,7.1,87.4,9.5,12.6,251600,0.3
2015,"Richmond, VA",45.5,10.7,36.4,10,71.6,21.1,11.8,219700,7.5
2015,"Riverside-San Bernardino-Ontario, CA",46.3,20.3,39.9,13.4,69.9,20.8,17.5,299300,4.4
2015,"Rochester, NY",45.7,10.3,30.7,14.4,72.1,20.7,13.8,138900,3.8
2015,"St. Louis, MO-IL",47.8,8.9,36.9,11.7,72.5,20.6,12.2,164200,10.5
2015,"Salt Lake City, UT",50.8,9.8,26.1,6.9,77.6,15.2,10.2,251200,2.6
2015,"San Antonio-New Braunfels, TX",46,15.9,37.2,12.5,70.2,21.7,14.6,151400,5.4
2015,"San Diego-Carlsbad, CA",46,13.4,29.5,7.9,74.2,17.6,13.8,485900,2.5
2015,"San Francisco-Oakland-Hayward, CA",48.1,11.8,22.6,5.9,75.9,16.7,10.6,718400,5.3
2015,"San Jose-Sunnyvale-Santa Clara, CA",53.1,12.9,17.3,5.3,78.8,14,8.1,823700,2.3
2015,"Santa Rosa, CA",46.9,13,21,7.6,72.9,18.4,11.1,512100,1.8
2015,"Seattle-Tacoma-Bellevue, WA",50.2,7.7,21.8,11.1,78.2,15.1,10.2,361500,3
2015,"Spokane-Spokane Valley, WA",49.2,7.2,36.3,18.1,75.4,17.5,16.3,192400,3.8
2015,"Springfield, MA",40,12.2,48.3,19.1,67.5,24.9,16.9,217200,3.5
2015,"Stockton-Lodi, CA",47.7,21.9,35.6,15.6,70.6,20.2,17.4,278400,8.9
2015,"Syracuse, NY",44.1,9.6,32.9,14.5,72.1,20.3,15,131500,4.1
2015,"Tampa-St. Petersburg-Clearwater, FL",45,10.7,38.8,14.8,71.3,21.1,14.7,165600,4
2015,"Toledo, OH",43.8,9.7,42.8,17.2,69.5,22.3,17.2,118700,4.4
2015,"Tucson, AZ",44.1,12.7,41.5,15.1,69.9,21.2,18.9,165900,4.5
2015,"Tulsa, OK",51.3,10.8,37.8,12.4,72.9,19.2,15.4,141800,8.1
2015,"Urban Honolulu, HI",49.8,9.4,29.7,10.2,75.7,16.8,9.2,629900,1.5
2015,"Virginia Beach-Norfolk-Newport News, VA-NC",46.4,9.3,33.7,10.6,70.8,21.9,12.3,236900,8
2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",48.3,9.8,28.5,7.8,74.9,18.3,8.3,401500,5.3
2015,"Wichita, KS",48.5,10.7,36.7,10,73.1,18.6,14.1,127800,4.7
2015,"Worcester, MA-CT",46.2,10.6,41.5,12.4,73.4,20,11.9,247600,1.6
2016,"Akron, OH",46.9,8.2,45.9,13.2,72.9,20.1,13.8,144200,6
2016,"Albany-Schenectady-Troy, NY",44.2,8.4,43,11.2,74.5,18.8,9.9,210600,2
2016,"Albuquerque, NM",44.3,11.6,44.8,15.5,69.9,22,16.9,183600,8.3
2016,"Allentown-Bethlehem-Easton, PA-NJ",49,10.2,46,12,74,18.2,11.6,207400,2.6
2016,"Atlanta-Sandy Springs-Roswell, GA",47.1,11.1,32.3,11.6,71,22,13.1,197700,6.8
2016,"Augusta-Richmond County, GA-SC",48.6,13.4,40.4,16,69.7,23,18.2,138300,7.4
2016,"Austin-Round Rock, TX",47,10.5,27.5,6.8,76.5,16.8,10.9,263300,3.4
2016,"Bakersfield, CA",46.3,26.2,39.5,18.6,69.5,22.2,22.7,204200,9.9
2016,"Baltimore-Columbia-Towson, MD",45.1,8.9,33.5,12.2,70.3,22.3,10.4,293900,14.1
2016,"Baton Rouge, LA",42.9,12.7,48,16.5,68.3,24.6,17.2,172000,9.5
2016,"Boise City, ID",53.2,8.6,24.8,9.7,79.9,13.9,12.7,207600,2.5
2016,"Boston-Cambridge-Newton, MA-NH",46.9,8.6,26.7,10.4,74.6,18.4,9.6,412700,1.9
2016,"Bridgeport-Stamford-Norwalk, CT",50.1,9.9,30.6,9.2,76.5,17.5,8.6,423200,1.5
2016,"Buffalo-Cheektowaga-Niagara Falls, NY",44,8.6,35.4,14.9,70.3,22.3,13.8,142200,4.9
2016,"Cape Coral-Fort Myers, FL",49.8,12.6,51.7,10.1,78.6,14.5,12.9,210900,5.7
2016,"Charleston-North Charleston, SC",45.5,11.2,26.8,11.2,73.9,20.8,13,213200,9.4
2016,"Chattanooga, TN-GA",48.1,13.5,33,12.7,78.5,15.6,14.3,160300,6
2016,"Chicago-Naperville-Elgin, IL-IN-WI",46.3,11.8,35.9,12.8,72.4,20.2,12.4,229900,10.2
2016,"Cincinnati, OH-KY-IN",49.2,9.6,39.2,10.8,73.4,19.5,12.6,165200,4.7
2016,"Cleveland-Elyria, OH",45.2,9.6,40.4,15.1,69.6,23,14.5,146100,9.2
2016,"Colorado Springs, CO",53.5,5.6,29.4,10,78.9,14.3,11.5,249400,4.5
2016,"Columbia, SC",43.7,10.5,37.1,14,67.8,23.7,15.1,146800,7.1
2016,"Columbus, OH",46.4,8.9,37.7,12.3,72.1,20,14.2,172200,5.2
2016,"Dallas-Fort Worth-Arlington, TX",50.4,15.2,32.5,9.8,73,19.4,12.7,189100,5.1
2016,"Dayton, OH",46.1,9.5,33.6,13,71.3,21.1,16.1,129700,7.9
2016,"Deltona-Daytona Beach-Ormond Beach, FL",46.8,10.1,35.8,13,75.3,17.5,13.5,171900,3
2016,"Denver-Aurora-Lakewood, CO",49.3,9.2,26.1,7,76.3,15.4,9.4,349200,4.3
2016,"Des Moines-West Des Moines, IA",50.7,8.1,30.4,11.8,76.6,16.4,9.5,175300,4
2016,"Detroit-Warren-Dearborn, MI",45.5,10.3,40.4,15.4,69.8,22.5,14.9,160700,9
2016,"El Paso, TX",44.2,23.1,33.3,21.6,65.2,27,22.8,119600,2.7
2016,"Fresno, CA",43.8,25.3,44,21.5,64.6,24.1,25.6,238100,6.4
2016,"Grand Rapids-Wyoming, MI",52.4,9.2,30.2,10.6,78.3,15.1,11.2,164500,2.1
2016,"Harrisburg-Carlisle, PA",49.3,9.6,35.4,9.9,76.4,17,9.4,183000,3.4
2016,"Hartford-West Hartford-East Hartford, CT",46.1,9.2,29.9,15,73.5,20.6,10.1,247400,2.3
2016,"Houston-The Woodlands-Sugar Land, TX",49.7,16.7,33.2,11.8,71.4,20.4,14.8,181400,7.2
2016,"Indianapolis-Carmel-Anderson, IN",47.6,10.2,40.1,10.2,73.3,19.5,13.3,153500,9.2
2016,"Jacksonville, FL",47.1,9.4,42.5,12.5,72.3,19.9,12.5,187600,8.5
2016,"Knoxville, TN",50.3,11.7,44,13.6,76.9,15.6,14.4,163900,4.3
2016,"Lakeland-Winter Haven, FL",47.1,15.7,51.3,15.1,73.4,19.3,16.4,135300,3.9
2016,"Lancaster, PA",53.7,15.2,22.8,8.9,80.6,13.3,11,196400,1.5
2016,"Las Vegas-Henderson-Paradise, NV",42.5,14.5,41.3,13.8,67.5,22.1,14.2,233700,9
2016,"Lexington-Fayette, KY",46.6,11.2,41.8,11.7,72.6,20.9,17.1,175600,4.9
2016,"Little Rock-North Little Rock-Conway, AR",47.5,8.8,37.2,10,71,22.4,15.9,151700,10
2016,"Los Angeles-Long Beach-Anaheim, CA",44.5,20.1,32.4,8.5,69.6,20.9,15,578200,5.1
2016,"Louisville/Jefferson County, KY-IN",46.7,10.5,37.8,10.1,72.1,19.9,12.7,162100,10.4
2016,"Madison, WI",49,4.4,29.6,8.6,80.5,13.7,10.6,240200,2
2016,"McAllen-Edinburg-Mission, TX",48.6,34.5,28.8,29.8,65.5,27.5,31.4,85200,2.6
2016,"Memphis, TN-MS-AR",42.1,12.4,54.2,16.2,64.2,28.4,19.4,142400,18.5
2016,"Miami-Fort Lauderdale-West Palm Beach, FL",42.8,15.2,40.4,17.8,67.2,24.2,15.4,260600,5.8
2016,"Milwaukee-Waukesha-West Allis, WI",45.2,8.7,39.1,14.9,71.3,21,13.9,204000,9.9
2016,"Minneapolis-St. Paul-Bloomington, MN-WI",51,6.5,25.6,7.8,78.8,14.4,8.8,240500,2.2
2016,"Modesto, CA",49.5,23.6,31.9,14.6,70.9,19.4,14.2,274300,6.3
2016,"New Haven-Milford, CT",43.2,10.3,39.2,15.5,70.1,22.8,11.2,247600,3.7
2016,"New Orleans-Metairie, LA",41,14.2,52.8,14.8,66.4,25.8,17,188100,18.9
2016,"New York-Newark-Jersey City, NY-NJ-PA",45.5,13.9,28.2,13.3,70.3,21.9,13.5,426300,3.3
2016,"North Port-Sarasota-Bradenton, FL",51.7,9,46,8.4,79.8,15.1,11.6,227500,4.1
2016,"Ogden-Clearfield, UT",58.5,6.7,9.5,7.5,82.3,11.8,8,228100,1.4
2016,"Oklahoma City, OK",47.9,11.6,31.9,11.9,74,18.1,14.7,154200,6.7
2016,"Omaha-Council Bluffs, NE-IA",50.3,8.7,30,9.2,75.3,17.8,10.3,164000,3.9
2016,"Orlando-Kissimmee-Sanford, FL",45.4,11.4,51.3,14.9,70.4,21.9,14.7,201600,8.1
2016,"Oxnard-Thousand Oaks-Ventura, CA",48.5,15.9,34.5,7,75.7,16.6,9.5,561400,3.6
2016,"Palm Bay-Melbourne-Titusville, FL",49.5,8.1,51.8,10.8,76.5,17.3,15,175600,3.5
2016,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",44.7,9.8,39.9,12.6,70.7,21.7,12.9,245600,7.9
2016,"Phoenix-Mesa-Scottsdale, AZ",46.9,12.9,33.7,11,72.4,18.7,15,231000,5.5
2016,"Pittsburgh, PA",48.3,6.5,35.3,12.4,76.5,17.1,10.8,148600,5.1
2016,"Portland-South Portland, ME",49.7,5.7,21.4,10.1,79.3,13.8,9.1,251300,1.5
2016,"Portland-Vancouver-Hillsboro, OR-WA",49.9,8.2,25.8,13.8,78.3,15,10.9,345000,1.7
2016,"Providence-Warwick, RI-MA",44,12.4,48.2,15.8,70.5,22,12,265300,2.4
2016,"Provo-Orem, UT",57.2,5.5,14.9,7.1,86.4,9.3,11.6,277000,0.8
2016,"Riverside-San Bernardino-Ontario, CA",46.2,20,40.2,13.6,70.4,20.4,16.4,318900,5.1
2016,"Rochester, NY",44.9,9.9,46.4,14.2,71.7,21.7,13.9,138900,4.7
2016,"St. Louis, MO-IL",48.1,8.2,39.2,10.5,72.6,20.5,11.4,169200,11.1
2016,"Salt Lake City, UT",51.1,10,16.1,6.9,76.4,16,9.1,267800,3.9
2016,"San Antonio-New Braunfels, TX",46.1,16.2,37,12.1,70.8,22.3,15,160200,7.7
2016,"San Diego-Carlsbad, CA",47.3,13.6,25.3,7.5,74.7,18,12.3,527600,3
2016,"San Francisco-Oakland-Hayward, CA",48.8,11.3,22.4,5.5,76.5,16.2,9.2,796100,5.1
2016,"San Jose-Sunnyvale-Santa Clara, CA",53.5,13,14.4,5.5,79.1,14,9.4,911900,2.9
2016,"Santa Rosa, CA",46.6,12.1,32.8,6.8,75.2,15.6,9.2,565200,2
2016,"Seattle-Tacoma-Bellevue, WA",50.1,8,20.9,10.5,77.7,15.2,9.6,391500,2.7
2016,"Spokane-Spokane Valley, WA",49.1,6.3,23.1,15.9,76.1,16.7,13,200200,2.9
2016,"Springfield, MA",39.1,12.3,43.6,17.1,64.7,27,15.6,219800,2.9
2016,"Stockton-Lodi, CA",46.2,22.9,45.3,15.8,67.4,21.4,14.4,316000,8.5
2016,"Syracuse, NY",44.7,10,45.2,14.6,73.6,18.4,14.7,133300,5.3
2016,"Tampa-St. Petersburg-Clearwater, FL",45.9,11.1,39.7,13.6,72.2,19.9,14.2,175200,3.9
2016,"Toledo, OH",42.3,9.5,50.2,16.3,67.2,22.3,17.5,129200,7.1
2016,"Tucson, AZ",44.8,12,53.3,13.7,70.6,22.1,18.4,170300,4.8
2016,"Tulsa, OK",49.4,10.6,35.3,12.4,72.6,19.5,15.1,143400,9.2
2016,"Urban Honolulu, HI",49.8,8.4,28.4,9.8,76.2,16.3,8.5,658900,1.6
2016,"Virginia Beach-Norfolk-Newport News, VA-NC",45.4,8.9,30.8,9.7,70,23.2,11.4,239900,9.5
2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",48.6,9.4,24.9,7.3,74.9,18,8.4,411400,4.5
2016,"Wichita, KS",50.6,10.4,35.7,9.7,76.5,16.8,14,132400,6.5
2016,"Worcester, MA-CT",45.7,10.3,32.2,12.6,73.4,19.4,9.9,258600,1.4